campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2
Tempe,, , ,2021,5,2, ,394732.5,83200.32,159084.08,153.61,3409.51,623.16,112781,28195190,10775,159850,39952375,15272,12863,3214911,1229,285494,71362476,1310577,169.147,1,2021-05-02T00:00:00.000
Tempe,, , ,2021,5,3, ,396054.08,81642.3,154424.29,149.42,3353.9,613,113158,28289588,10811,155168,38782116,14825,12511,3127078,1195,280838,70198782,1273425,170.718,2,2021-05-03T00:00:00.000
Tempe,, , ,2021,5,4, ,408937.95,81205.14,160952.26,152.29,3479.07,635.87,116839,29209865,11163,161727,40421552,15451,12752,3187197,1218,291319,72818614,1326886,177.962,3,2021-05-04T00:00:00.000
Tempe,, , ,2021,5,5, ,407835.4,73296.18,171955.7,152.16,3607.22,659.29,116524,29131112,11133,172784,43184955,16508,12741,3184484,1217,302049,75500551,1414807,181.655,4,2021-05-05T00:00:00.000
Tempe,, , ,2021,5,6, ,423116.25,79507.31,181695.7,145.9,3769.99,689.04,120890,30222601,11550,182571,45631057,17443,12217,3053550,1167,315678,78907209,1494193,186.578,5,2021-05-06T00:00:00.000
Tempe,, , ,2021,5,7, ,429978.93,84430.86,178855.28,147.6,3761.01,687.4,122851,30712793,11737,179716,44917715,17170,12359,3089060,1181,314927,78719568,1472129,187.635,6,2021-05-07T00:00:00.000
Tempe,, , ,2021,5,8, ,415008.1,82047.66,161507.28,148.13,3502.28,640.12,118574,29643448,11328,162285,40560938,15505,12404,3100132,1185,293262,73304517,1331908,180.792,7,2021-05-08T00:00:00.000
Tempe,, , ,2021,5,9, ,390914.75,81522.29,161019.45,146.07,3412.16,623.64,111690,27922493,10671,161795,40438423,15458,12231,3056948,1169,285716,71417864,1325693,168.003,1,2021-05-09T00:00:00.000
Tempe,, , ,2021,5,10, ,402612.52,81986.22,172183.54,159.69,3599.66,657.91,115032,28758049,10990,173013,43242174,16530,13371,3341953,1277,301416,75342175,1416129,174.098,2,2021-05-10T00:00:00.000
Tempe,, , ,2021,5,11, ,417605.15,82581.33,169136.39,159.05,3613.61,660.46,119316,29828951,11399,169951,42476914,16237,13318,3328574,1272,302584,75634439,1393191,181.908,3,2021-05-11T00:00:00.000
Tempe,, , ,2021,5,12, ,419904.97,80060.76,175837.63,157.96,3700.79,676.39,119973,29993224,11462,176684,44159862,16880,13227,3305820,1264,309884,77458907,1447022,184.531,4,2021-05-12T00:00:00.000
Tempe,, , ,2021,5,13, ,440325.95,80140.34,187100.89,153.12,3900.78,712.95,125807,31451866,12020,188002,46988519,17962,12821,3204454,1225,326630,81644839,1539088,195.591,5,2021-05-13T00:00:00.000
Tempe,, , ,2021,5,14, ,444982.58,80300.33,189569.25,147.09,3940.27,720.16,127138,31784482,12147,190482,47608421,18199,12317,3078368,1177,329936,82471272,1559281,198.039,6,2021-05-14T00:00:00.000
Tempe,, , ,2021,5,15, ,420239.35,82727.89,174847.66,146.73,3678.82,672.38,120068,30017108,11471,175690,43911242,16785,12286,3070810,1174,308044,76999160,1439133,183.281,7,2021-05-15T00:00:00.000
Tempe,, , ,2021,5,16, ,390167.6,82242.31,156304.15,146.74,3353.7,612.96,111476,27869125,10650,157057,39254225,15005,12288,3071125,1174,280821,70194475,1287899,167.204,1,2021-05-16T00:00:00.000
Tempe,, , ,2021,5,17, ,392675.42,81857.92,161839.3,147.63,3429.57,626.82,112193,28048256,10719,162619,40644321,15537,12362,3089643,1181,287173,71782219,1332421,168.772,2,2021-05-17T00:00:00.000
Tempe,, , ,2021,5,18, ,322583.2,82307.66,130227.29,105.65,2769.08,506.11,92167,23041666,8806,130854,32705281,12502,8847,2211152,845,231868,57958099,1072793,130.464,3,2021-05-18T00:00:00.000
Tempe,, , ,2021,5,19, ,244035.45,62118.79,122448.76,79.83,2381.9,435.34,69724,17431111,6661,123038,30751782,11755,6685,1670727,639,199447,49853619,1003021,98.788,4,2021-05-19T00:00:00.000
Tempe,, , ,2021,5,20, ,438289.58,75164.45,189033,146.23,3910.13,714.66,125226,31306411,11964,189943,47473748,18147,12244,3060278,1170,327413,81840436,1554348,197.179,5,2021-05-20T00:00:00.000
Tempe,, , ,2021,5,21, ,408498.55,84471.07,163137.61,163.88,3515.39,642.51,116714,29178480,11151,163923,40970379,15661,13722,3429736,1311,294359,73578594,1344328,175.946,6,2021-05-21T00:00:00.000
Tempe,, , ,2021,5,22, ,381494.77,82486.3,130020.48,170.23,3032.19,554.2,108999,27249638,10414,130647,32653343,12482,14254,3562565,1362,253899,63465546,1076800,162.359,7,2021-05-22T00:00:00.000
Tempe,, , ,2021,5,23, ,360631.4,81892.25,131446.2,175.41,2983.29,545.26,103038,25759396,9844,132079,33011399,12619,14688,3671149,1403,249805,62441944,1086203,151.346,1,2021-05-23T00:00:00.000
Tempe,, , ,2021,5,24, ,388198.85,85946.92,157249.08,168.47,3380.05,617.77,110914,27728500,10597,158006,39491533,15096,14107,3525752,1348,283027,70745786,1295271,164.127,2,2021-05-24T00:00:00.000
Tempe,, , ,2021,5,25, ,419395.67,71746.35,173841.04,162.23,3679.36,672.48,119827,29956846,11448,174678,43658438,16689,13584,3395110,1298,308089,77010394,1431001,188.774,3,2021-05-25T00:00:00.000
Tempe,, , ,2021,5,26, ,429811.37,59663.31,178589.47,157.03,3766.68,688.44,122803,30700825,11733,179449,44850961,17145,13149,3286462,1256,315402,78838247,1469987,200.997,4,2021-05-26T00:00:00.000
Tempe,, , ,2021,5,27, ,433208.58,83246.52,181138.99,152.53,3804.36,695.33,123774,30943482,11825,182011,45491245,17389,12772,3192121,1220,318557,79626848,1490709,190.027,5,2021-05-27T00:00:00.000
Tempe,, , ,2021,5,28, ,439799.25,83393.05,188102.23,149.8,3907.68,714.21,125657,31414245,12005,189008,47239994,18058,12543,3135027,1198,327208,81789265,1547047,193.515,6,2021-05-28T00:00:00.000
Tempe,, , ,2021,5,29, ,441194.57,84009.16,180893.99,145.17,3821.31,698.42,126056,31513911,12043,181765,45429715,17366,12156,3038122,1161,319976,79981749,1489515,193.957,7,2021-05-29T00:00:00.000
Tempe,, , ,2021,5,30, ,414523.4,80333.24,179559.34,139.74,3708.86,677.87,118435,29608826,11315,180424,45094533,17238,11701,2924466,1118,310560,77627826,1476277,181.462,1,2021-05-30T00:00:00.000
Tempe,, , ,2021,5,31, ,407311.18,79169.28,183158.1,133.19,3720.89,680.07,116375,29093667,11118,184040,45998325,17583,11153,2787479,1066,311567,77879470,1504374,178.178,2,2021-05-31T00:00:00.000
Tempe,, , ,2021,6,1, ,463005.5,78229.33,205546.54,130.18,4176.58,763.35,132287,33071835,12639,206536,51620958,19732,10900,2724431,1041,349724,87417224,1688827,208.929,3,2021-06-01T00:00:00.000
Tempe,, , ,2021,6,2, ,483458.83,74839.82,210615.34,131.5,4308.51,787.47,138131,34532787,13197,211629,52893935,20219,11011,2752085,1052,360772,90178807,1731341,221.88,4,2021-06-02T00:00:00.000
Tempe,, , ,2021,6,3, ,480910.05,77999.74,219519.93,135.93,4411.11,806.22,137403,34350732,13127,220577,55130235,21074,11382,2844863,1087,369362,92325829,1802333,218.778,5,2021-06-03T00:00:00.000
Tempe,, , ,2021,6,4, ,484455.33,72273.18,225594.57,144.47,4504.64,823.31,138416,34603966,13224,226681,56655819,21657,12098,3023617,1156,377194,94283401,1851271,223.816,6,2021-06-04T00:00:00.000
Tempe,, , ,2021,6,5, ,466865.63,78867.84,210879.06,140.4,4263.96,779.32,133390,33347558,12744,211894,52960168,20244,11756,2938340,1123,357041,89246067,1731859,210.684,7,2021-06-05T00:00:00.000
Tempe,, , ,2021,6,6, ,436559.85,80582.46,201058.83,143.55,4045.86,739.46,124731,31182859,11917,202027,50493913,19302,12020,3004281,1148,338778,84681054,1650388,193.283,1,2021-06-06T00:00:00.000
Tempe,, , ,2021,6,7, ,445334.57,78852.7,209529.7,149.48,4183.38,764.59,127238,31809625,12156,210539,52621289,20115,12517,3128391,1196,350294,87559305,1718998,199.003,2,2021-06-07T00:00:00.000
Tempe,, , ,2021,6,8, ,449547.55,82024.45,200043.23,146.15,4080.59,745.81,128442,32110552,12271,201006,50238856,19204,12238,3058789,1169,341687,85408196,1643510,199.57,3,2021-06-08T00:00:00.000
Tempe,, , ,2021,6,9, ,457597.37,76736.87,206437.61,141.44,4180.08,763.99,130742,32685540,12491,207432,51844741,19818,11843,2960076,1132,350017,87490357,1695438,206.806,4,2021-06-09T00:00:00.000
Tempe,, , ,2021,6,10, ,465027.62,78358.96,207837.25,131.41,4212.19,769.86,132865,33216272,12694,208838,52196247,19952,11003,2750143,1051,352706,88162662,1707347,209.958,5,2021-06-10T00:00:00.000
Tempe,, , ,2021,6,11, ,455597.38,82440.23,202445.23,147.58,4131.49,755.11,130171,32542683,12436,203420,50842096,19435,12358,3088679,1181,345949,86473458,1663307,202.624,6,2021-06-11T00:00:00.000
Tempe,, , ,2021,6,12, ,451523.95,79752.51,196546.89,148.7,4047.93,739.84,129007,32251724,12325,197493,49360787,18869,12452,3112127,1190,338952,84724638,1615730,201.872,7,2021-06-12T00:00:00.000
Tempe,, , ,2021,6,13, ,449420.85,75488.98,211049.51,143.99,4210.07,769.47,128406,32101502,12268,212066,53002973,20261,12057,3013459,1152,352529,88117935,1731548,203.037,1,2021-06-13T00:00:00.000
Tempe,, , ,2021,6,14, ,487253.35,57295.27,244601.76,129.08,4726.88,863.92,139215,34803825,13301,245780,61429285,23482,10808,2701359,1033,395803,98934469,2003595,233.47,2,2021-06-14T00:00:00.000
Tempe,, , ,2021,6,15, ,512650.88,67651.19,256162.81,120.27,4943.46,903.51,146472,36617934,13994,257396,64332729,24592,10071,2517131,962,413939,103467794,2098521,241.635,3,2021-06-15T00:00:00.000
Tempe,, , ,2021,6,16, ,530071.22,70654.53,267151.22,118.63,5133.12,938.17,151449,37862246,14469,268438,67092357,25647,9933,2482682,949,429820,107437284,2188100,249.461,4,2021-06-16T00:00:00.000
Tempe,, , ,2021,6,17, ,537681.63,70902.93,279338.21,120.87,5307.58,970.06,153623,38405846,14677,280683,70152999,26816,10121,2529695,967,444428,111088540,2286326,253.461,5,2021-06-17T00:00:00.000
Tempe,, , ,2021,6,18, ,541797.18,74577.89,280004.89,121.07,5329.82,974.12,154799,38699814,14789,281353,70320427,26880,10138,2533840,969,446290,111554081,2292055,253.701,6,2021-06-18T00:00:00.000
Tempe,, , ,2021,6,19, ,537039.85,73842.31,269111.61,118.82,5180.62,946.86,153440,38360005,14660,270407,67584691,25835,9950,2486802,951,433797,108431497,2204452,251.515,7,2021-06-19T00:00:00.000
Tempe,, , ,2021,6,20, ,506060.68,75068.24,270455.48,121.55,5093.76,930.98,144589,36147206,13814,271758,67922189,25964,10178,2543779,972,426524,106613174,2212229,234.031,1,2021-06-20T00:00:00.000
Tempe,, , ,2021,6,21, ,523733.45,76727.86,283805.31,124.48,5317.2,971.81,149638,37409547,14296,285172,71274866,27245,10424,2605263,996,445234,111289676,2320724,242.728,2,2021-06-21T00:00:00.000
Tempe,, , ,2021,6,22, ,521384.93,60098.51,270778.45,125.01,5153.39,941.88,148967,37241795,14232,272082,68003300,25995,10468,2616240,1000,431517,107861335,2216284,250.468,3,2021-06-22T00:00:00.000
Tempe,, , ,2021,6,23, ,512395.45,25775.2,267659.08,129.71,5089.99,930.29,146399,36599690,13987,268948,67219901,25695,10861,2714688,1038,426208,106534278,2190467,264.237,4,2021-06-23T00:00:00.000
Tempe,, , ,2021,6,24, ,518676.95,74296.15,267874.92,127.7,5112,934.31,148193,37048368,14158,269165,67274108,25716,10693,2672585,1022,428051,106995061,2192797,241.299,5,2021-06-24T00:00:00.000
Tempe,, , ,2021,6,25, ,502199.3,75455.11,250410.39,124.46,4842.96,885.14,143486,35871393,13709,251616,62888065,24039,10421,2604653,996,405523,101364111,2051499,231.721,6,2021-06-25T00:00:00.000
Tempe,, , ,2021,6,26, ,481757.73,72858.15,225715.15,127.23,4479.64,818.74,137645,34411280,13151,226802,56686102,21669,10654,2662781,1018,375101,93760163,1851975,222.021,7,2021-06-26T00:00:00.000
Tempe,, , ,2021,6,27, ,476689,72412.32,240904.52,122.71,4640.09,848.06,136197,34049228,13012,242064,60500760,23127,10275,2568035,982,388536,97118023,1973003,219.518,1,2021-06-27T00:00:00.000
Tempe,, , ,2021,6,28, ,507790.75,73193.96,266109.9,118.43,5044.4,921.96,145083,36270782,13861,267391,66830842,25547,9917,2478581,947,422391,105580205,2177631,235.993,2,2021-06-28T00:00:00.000
Tempe,, , ,2021,6,29, ,521166.08,72065.35,261684.78,121.88,5040.39,921.23,148905,37226163,14226,262945,65719516,25122,10206,2550762,975,422055,105496440,2143514,243.853,3,2021-06-29T00:00:00.000
Tempe,, , ,2021,6,30, ,535025.92,69726.1,282148.03,124.81,5336.17,975.28,152865,38216153,14605,283507,70858656,27086,10451,2611984,998,446822,111686793,2308550,252.662,4,2021-06-30T00:00:00.000
Tempe,, , ,2021,7,1, ,543776.9,70663.7,292969.04,125.62,5496.69,1004.62,155365,38841223,14843,294380,73576245,28125,10519,2629041,1005,460263,115046508,2395958,256.9,5,2021-07-01T00:00:00.000
Tempe,, , ,2021,7,2, ,567424.25,48787.04,312999.88,173.57,5865.7,1072.06,162121,40530320,15489,314507,78606789,30048,14534,3632525,1389,491162,122769634,2558479,281.625,6,2021-07-02T00:00:00.000
Tempe,, , ,2021,7,3, ,564260.43,58239.29,301845.1,124.68,5672.15,1036.69,161217,40304332,15403,303299,75805378,28977,10440,2609273,997,474955,118718984,2468933,274.762,7,2021-07-03T00:00:00.000
Tempe,, , ,2021,7,4, ,546334.05,65017.83,306666.55,126.96,5671.12,1036.5,156095,39023876,14913,308143,77016237,29440,10631,2657000,1016,474869,118697113,2505783,261.352,1,2021-07-04T00:00:00.000
Tempe,, , ,2021,7,5, ,514745.93,62143.78,281680.68,124.78,5261.33,961.6,147070,36767581,14051,283037,70741286,27041,10448,2611439,998,440556,110120306,2302865,245.767,2,2021-07-05T00:00:00.000
Tempe,, , ,2021,7,6, ,553820.72,69729.49,274066.6,125.6,5304.11,969.43,158234,39558639,15118,275386,68829086,26310,10517,2628613,1005,444138,111016338,2245703,262.857,3,2021-07-06T00:00:00.000
Tempe,, , ,2021,7,7, ,556672.32,72460.25,280160.41,125.24,5386.61,984.5,159049,39762325,15195,281509,70359487,26895,10487,2621166,1002,451046,112742978,2294727,262.935,4,2021-07-07T00:00:00.000
Tempe,, , ,2021,7,8, ,620663.7,71026.39,330860.82,120.95,6209.07,1134.82,177332,44333139,16942,332454,83092387,31763,10128,2531276,968,519914,129956802,2706472,298.455,5,2021-07-08T00:00:00.000
Tempe,, , ,2021,7,9, ,636057.87,69233.13,348730,122.03,6477.11,1183.81,181731,45432724,17362,350409,87580052,33478,10218,2553854,976,542358,135566629,2850903,307.789,6,2021-07-09T00:00:00.000
Tempe,, , ,2021,7,10, ,613304.35,69691.63,324743.43,119.62,6109.22,1116.57,175230,43807471,16741,326307,81556064,31175,10016,2503407,957,511553,127866942,2656826,295.186,7,2021-07-10T00:00:00.000
Tempe,, , ,2021,7,11, ,567640.95,66193.14,310850.4,119.2,5786.28,1057.55,162183,40545798,15495,312347,78066969,29842,9982,2494754,954,484512,121107522,2541299,272.287,1,2021-07-11T00:00:00.000
Tempe,, , ,2021,7,12, ,585318.37,68545.64,321725.48,116.4,5974.29,1091.91,167234,41808472,15977,323275,80798136,30886,9746,2435986,931,500255,125042594,2629996,280.609,2,2021-07-12T00:00:00.000
Tempe,, , ,2021,7,13, ,605129.22,63249.53,323362.48,113.54,6058.67,1107.33,172894,43223533,16518,324919,81209252,31043,9507,2376175,908,507321,126808960,2644993,294.239,3,2021-07-13T00:00:00.000
Tempe,, , ,2021,7,14, ,595607.13,49260.6,315943.1,121.46,5945.07,1086.57,170173,42543383,16258,317464,79345950,30331,10170,2541961,972,497808,124431294,2584725,296.661,4,2021-07-14T00:00:00.000
Tempe,, , ,2021,7,15, ,600610.45,56040.56,322062.85,118.39,6032.51,1102.55,171603,42900764,16395,323614,80882864,30918,9913,2477618,947,505130,126261246,2634163,295.709,5,2021-07-15T00:00:00.000
Tempe,, , ,2021,7,16, ,590597.35,48985.65,310026.63,116.64,5852.17,1069.59,168742,42185542,16122,311519,77860087,29763,9767,2441169,933,490029,122486797,2536912,294.091,6,2021-07-16T00:00:00.000
Tempe,, , ,2021,7,17, ,553721.15,60808.66,283140.31,113.64,5400.7,987.08,158206,39551527,15115,284504,71107857,27181,9515,2378253,909,452225,113037637,2318282,267.645,7,2021-07-17T00:00:00.000
Tempe,, , ,2021,7,18, ,549623.85,56097.49,298947.68,111.71,5574.48,1018.83,157035,39258862,15003,300387,75077719,28699,9354,2337877,894,466776,116674459,2444347,267.986,1,2021-07-18T00:00:00.000
Tempe,, , ,2021,7,19, ,586154.78,62868.54,317876.2,110.82,5925.38,1082.97,167473,41868215,16000,319407,79831429,30516,9280,2319359,887,496159,124019003,2599282,284.129,2,2021-07-19T00:00:00.000
Tempe,, , ,2021,7,20, ,626626.77,71494.5,333738.27,108.5,6251.5,1142.57,179036,44759073,17105,335345,83815030,32039,9085,2270685,868,523466,130844789,2730063,301.44,3,2021-07-20T00:00:00.000
Tempe,, , ,2021,7,21, ,636830.75,59092.32,332823.47,108.27,6275.11,1146.89,181952,45487929,17384,334426,83585288,31951,9066,2265862,866,525443,131339079,2723724,313.715,4,2021-07-21T00:00:00.000
Tempe,, , ,2021,7,22, ,621395.55,67017.15,326762.07,112.86,6154.29,1124.81,177542,44385414,16962,328335,82063028,31369,9450,2361885,903,515327,128810327,2673752,301.027,5,2021-07-22T00:00:00.000
Tempe,, , ,2021,7,23, ,552064.3,4990.64,277201.92,125.3,5335.45,975.15,157733,39433180,15070,278537,69616490,26611,10492,2622347,1002,446761,111672016,2270617,297.061,6,2021-07-23T00:00:00.000
Tempe,, , ,2021,7,24, ,512179.55,32688.06,250130.74,124.64,4873.84,890.79,146337,36584268,13981,251335,62817833,24013,10437,2608512,997,408109,102010614,2050220,260.371,7,2021-07-24T00:00:00.000
Tempe,, , ,2021,7,25, ,486403.25,23090.34,249871.77,125.93,4784.07,874.38,138972,34743103,13277,251075,62752796,23988,10545,2635597,1007,400592,100131496,2045673,251.579,1,2021-07-25T00:00:00.000
Tempe,, , ,2021,7,26, ,517851.95,60790.08,264256.47,118.05,5056.11,924.1,147958,36989440,14136,265529,66365371,25369,9885,2470567,944,423371,105825378,2163769,248.199,2,2021-07-26T00:00:00.000
Tempe,, , ,2021,7,27, ,553347.58,62511.3,273027.9,116.97,5281.4,965.28,158099,39524843,15105,274343,68568226,26211,9794,2447941,936,442236,110541009,2237348,266.512,3,2021-07-27T00:00:00.000
Tempe,, , ,2021,7,28, ,572473.52,68575.87,283919.48,114.56,5474.96,1000.65,163564,40890982,15627,285287,71303538,27256,9593,2397572,916,458443,114592093,2326316,273.624,4,2021-07-28T00:00:00.000
Tempe,, , ,2021,7,29, ,573670.5,45027.2,286588.12,115.22,5511.72,1007.37,163906,40976481,15659,287968,71973739,27512,9647,2411266,922,461521,115361486,2347780,287.054,5,2021-07-29T00:00:00.000
Tempe,, , ,2021,7,30, ,573147.47,69887.29,289773.98,114.26,5547.21,1013.86,163756,40939122,15645,291169,72773838,27818,9568,2391379,914,464494,116104339,2373216,273.272,6,2021-07-30T00:00:00.000
Tempe,, , ,2021,7,31, ,574131.77,65629.91,293305.48,114.93,5593.62,1022.34,164038,41009429,15672,294718,73660737,28157,9624,2405380,919,468379,117075546,2401563,276.122,7,2021-07-31T00:00:00.000
Tempe,, , ,2021,8,1, ,553827.2,60730.33,297494.08,111.94,5571.61,1018.31,158236,39559102,15118,298927,74712662,28559,9373,2342714,896,466536,116614477,2433122,267.76,1,2021-08-01T00:00:00.000
Tempe,, , ,2021,8,2, ,586029,65927.03,316055.95,110.65,5902.93,1078.87,167437,41859231,15997,317578,79374291,30341,9265,2315682,885,494280,123549204,2584708,282.419,2,2021-08-02T00:00:00.000
Tempe,, , ,2021,8,3, ,617687.3,65518.53,316325.65,108.52,6012.06,1098.82,176482,44120539,16861,317849,79442024,30367,9087,2271112,868,503418,125833675,2589904,299.833,3,2021-08-03T00:00:00.000
Tempe,, , ,2021,8,4, ,584063.57,65954.71,287986.45,109.11,5557.86,1015.8,166875,41718843,15943,289373,72324918,27647,9136,2283506,873,465385,116327267,2359964,281.331,4,2021-08-04T00:00:00.000
Tempe,, , ,2021,8,5, ,616444.45,65300.22,318317.83,109.21,6032.42,1102.54,176127,44031764,16827,319851,79942340,30559,9145,2285555,874,505122,126259660,2605722,299.257,5,2021-08-05T00:00:00.000
Tempe,, , ,2021,8,6, ,638412.17,62478.19,338527.3,108.15,6348.83,1160.36,182403,45600888,17427,340157,85017746,32499,9056,2263426,865,531617,132882060,2769506,312.735,6,2021-08-06T00:00:00.000
Tempe,, , ,2021,8,7, ,602876.67,65934.68,300458.13,110.95,5773.55,1055.23,172250,43062637,16457,301905,75457054,28844,9291,2322087,888,483446,120841778,2461543,291.56,7,2021-08-07T00:00:00.000
Tempe,, , ,2021,8,8, ,570756.48,68327.29,300064.25,111.51,5659.78,1034.43,163073,40768336,15580,301509,75358136,28806,9337,2333639,892,473919,118460110,2455308,272.804,1,2021-08-08T00:00:00.000
Tempe,, , ,2021,8,9, ,566872.17,28240.74,297085.28,116.67,5615.94,1026.42,161963,40490886,15474,298516,74609996,28520,9770,2441773,933,470249,117542655,2431104,292.484,2,2021-08-09T00:00:00.000
Tempe,, , ,2021,8,10, ,599226.7,55515.25,297943.43,115.9,5735.87,1048.34,171208,42801924,16357,299378,74825512,28603,9705,2425661,927,480291,120053097,2441075,295.232,3,2021-08-10T00:00:00.000
Tempe,, , ,2021,8,11, ,593839.85,64133.07,306301.27,117.85,5819.74,1063.66,169669,42417149,16210,307776,76924502,29405,9868,2466495,943,487313,121808147,2507421,287.622,4,2021-08-11T00:00:00.000
Tempe,, , ,2021,8,12, ,601122.52,63782.57,304843.4,116.39,5825.63,1064.74,171749,42937340,16409,306311,76558371,29265,9746,2435840,931,487806,121931552,2496457,291.779,5,2021-08-12T00:00:00.000
Tempe,, , ,2021,8,13, ,596577.2,60780.37,311322.48,111.92,5883.39,1075.3,170451,42612674,16285,312822,78185526,29887,9371,2342210,895,492643,123140410,2547853,290.934,6,2021-08-13T00:00:00.000
Tempe,, , ,2021,8,14, ,594691.05,67767.26,297828.07,118.83,5721.94,1045.79,169912,42477949,16233,299262,74796541,28591,9950,2486950,951,479124,119761440,2439717,286.114,7,2021-08-14T00:00:00.000
Tempe,, , ,2021,8,15, ,590759.1,65334.53,314637.55,115.43,5906.83,1079.58,168788,42197095,16126,316153,79018074,30205,9665,2415740,923,494606,123630910,2573815,285.307,1,2021-08-15T00:00:00.000
Tempe,, , ,2021,8,16, ,634217.48,64207.76,346017.43,117.47,6433.72,1175.88,181205,45301266,17312,347684,86898817,33218,9837,2458547,940,538725,134658630,2829025,309.518,2,2021-08-16T00:00:00.000
Tempe,, , ,2021,8,17, ,592809.23,63879.36,300031.76,119.83,5742.96,1049.63,169374,42343533,16182,301476,75349975,28803,10034,2507859,959,480884,120201367,2457166,287.214,3,2021-08-17T00:00:00.000
Tempe,, , ,2021,8,18, ,608633.28,49709.72,313164.16,121.44,5956.15,1088.6,173895,43473823,16614,314672,78648047,30064,10169,2541498,971,498736,124663367,2563744,303.503,4,2021-08-18T00:00:00.000
Tempe,, , ,2021,8,19, ,576181.65,71885.35,284201.44,122.77,5499.2,1005.08,164623,41155849,15728,285570,71374351,27283,10280,2569351,982,460473,115099550,2328928,273.834,5,2021-08-19T00:00:00.000
Tempe,, , ,2021,8,20, ,572628.08,71882.06,279947.29,121.7,5434.96,993.34,163608,40902022,15631,281295,70305961,26875,10190,2546973,974,455094,113754955,2294554,271.917,6,2021-08-20T00:00:00.000
Tempe,, , ,2021,8,21, ,553237.87,74904.55,262380.96,119.23,5155.52,942.27,158068,39517007,15102,263644,65894353,25189,9983,2495196,954,431696,107906556,2152162,259.739,7,2021-08-21T00:00:00.000
Tempe,, , ,2021,8,22, ,515874.12,74144.81,246939.82,117.82,4841.33,884.85,147393,36848167,14082,248129,62016466,23706,9865,2465681,943,405387,101330313,2025046,239.86,1,2021-08-22T00:00:00.000
Tempe,, , ,2021,8,23, ,533972.93,74540.2,257990.9,120.57,5038.45,920.87,152564,38140938,14576,259233,64791834,24767,10096,2523258,965,421892,105456030,2115192,249.476,2,2021-08-23T00:00:00.000
Tempe,, , ,2021,8,24, ,561980.93,71819.19,262008.84,116.61,5178.27,946.43,160566,40141511,15340,263270,65800899,25153,9764,2440385,933,433600,108382794,2150024,266.155,3,2021-08-24T00:00:00.000
Tempe,, , ,2021,8,25, ,592529.45,71196.07,290295.3,113.31,5618.65,1026.92,169294,42323549,16174,291693,72904762,27868,9488,2371471,907,470475,117599782,2379247,283.085,4,2021-08-25T00:00:00.000
Tempe,, , ,2021,8,26, ,613403.1,70546.05,302567.33,111.86,5835.69,1066.58,175258,43814525,16744,304024,75986760,29046,9367,2341119,895,488649,122142404,2479427,294.749,5,2021-08-26T00:00:00.000
Tempe,, , ,2021,8,27, ,606346.83,70668.82,301772.46,110.59,5800.8,1060.21,173242,43310505,16551,303226,75787136,28970,9260,2314443,885,485728,121412084,2472391,290.867,6,2021-08-27T00:00:00.000
Tempe,, , ,2021,8,28, ,596493.43,69992.8,290199.99,109.09,5626.81,1028.41,170427,42606690,16282,291597,72880824,27859,9135,2283132,873,471159,117770647,2378865,285.896,7,2021-08-28T00:00:00.000
Tempe,, , ,2021,8,29, ,559630.63,68903.73,290434.7,109.64,5504.39,1006.03,159894,39973632,15276,291833,72939771,27882,9180,2294514,877,460908,115207917,2377204,266.464,1,2021-08-29T00:00:00.000
Tempe,, , ,2021,8,30, ,588115.97,50214.8,306393.08,111.91,5795.36,1059.21,168033,42008301,16054,307868,76947557,29414,9370,2342009,895,485272,121297866,2507605,292.081,2,2021-08-30T00:00:00.000
